Categoría;Pregunta;Respuesta
Ampliaciones y Construcción Progresiva;¿Cómo se verifica la protección de una obra paralizada en obra?;Deben impermeabilizarse losas, sellarse pases, drenar, proteger barras y evitar ingreso de personas. Debe revisarse pendientes, tapas, óxido y fisuras.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con la protección de una obra paralizada?;El error frecuente es dejar huecos y barras expuestas. Esto puede causar filtración, corrosión y accidentes.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de dejar huecos y barras expuestas?;Este error puede generar filtración, corrosión y accidentes. La acción correcta es cerrar y mantener.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar la protección de una obra paralizada?;Porque una ejecución incorrecta puede causar filtración, corrosión y accidentes. La referencia correcta es: Deben impermeabilizarse losas, sellarse pases, drenar, proteger barras y evitar ingreso de personas.
Ampliaciones y Construcción Progresiva;¿Puedo cambiar calamina por losa de concreto?;No sin rediseño. La losa pesa mucho más y cambia cimentación, muros y fuerza sísmica.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para el cambio de techo ligero a losa?;No sin rediseño. La losa pesa mucho más y cambia cimentación, muros y fuerza sísmica.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica el cambio de techo ligero a losa en obra?;No sin rediseño. La losa pesa mucho más y cambia cimentación, muros y fuerza sísmica. Debe revisarse estructura, apoyos y suelo.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con el cambio de techo ligero a losa?;El error frecuente es vaciar losa sobre muros para techo ligero. Esto puede causar sobrecarga.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de vaciar losa sobre muros para techo ligero?;Este error puede generar sobrecarga. La acción correcta es proyectar refuerzo o solución compatible.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar el cambio de techo ligero a losa?;Porque una ejecución incorrecta puede causar sobrecarga. La referencia correcta es: No sin rediseño. La losa pesa mucho más y cambia cimentación, muros y fuerza sísmica.
Ampliaciones y Construcción Progresiva;¿Debe dejarse previsto el tanque de agua?;Sí. Su peso lleno, base, apoyo y tuberías deben incorporarse al cálculo.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para el tanque futuro?;Sí. Su peso lleno, base, apoyo y tuberías deben incorporarse al cálculo.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica el tanque futuro en obra?;Sí. Su peso lleno, base, apoyo y tuberías deben incorporarse al cálculo. Debe revisarse capacidad, ubicación y soporte.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con el tanque futuro?;El error frecuente es colocarlo donde quede espacio. Esto puede causar carga concentrada y fisuras.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de colocarlo donde quede espacio?;Este error puede generar carga concentrada y fisuras. La acción correcta es diseñar su ubicación.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar el tanque futuro?;Porque una ejecución incorrecta puede causar carga concentrada y fisuras. La referencia correcta es: Sí. Su peso lleno, base, apoyo y tuberías deben incorporarse al cálculo.
Ampliaciones y Construcción Progresiva;¿Puedo combinar albañilería abajo y sistema liviano arriba?;Sí si ambos sistemas y conexiones se diseñan conjuntamente.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para el cambio de sistema entre pisos?;Sí si ambos sistemas y conexiones se diseñan conjuntamente.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica el cambio de sistema entre pisos en obra?;Sí si ambos sistemas y conexiones se diseñan conjuntamente. Debe revisarse peso, rigidez, anclajes y diafragma.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con el cambio de sistema entre pisos?;El error frecuente es anclar de forma improvisada. Esto puede causar desprendimiento e incompatibilidad.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de anclar de forma improvisada?;Este error puede generar desprendimiento e incompatibilidad. La acción correcta es diseñar la transición.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar el cambio de sistema entre pisos?;Porque una ejecución incorrecta puede causar desprendimiento e incompatibilidad. La referencia correcta es: Sí si ambos sistemas y conexiones se diseñan conjuntamente.
Ampliaciones y Construcción Progresiva;¿Qué información debo guardar para una futura ampliación?;Planos finales, fotos de acero, resultados de concreto, tuberías, dimensiones y cambios aprobados.
Ampliaciones y Construcción Progresiva;¿Cuál es la forma correcta de resolver los registros para ampliar en una vivienda autoconstruida?;Planos finales, fotos de acero, resultados de concreto, tuberías, dimensiones y cambios aprobados.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica los registros para ampliar en obra?;Planos finales, fotos de acero, resultados de concreto, tuberías, dimensiones y cambios aprobados. Debe revisarse versiones, fechas y respaldo.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con los registros para ampliar?;El error frecuente es no documentar lo oculto. Esto puede causar perforaciones accidentales.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de no documentar lo oculto?;Este error puede generar perforaciones accidentales. La acción correcta es crear un expediente de obra.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar los registros para ampliar?;Porque una ejecución incorrecta puede causar perforaciones accidentales. La referencia correcta es: Planos finales, fotos de acero, resultados de concreto, tuberías, dimensiones y cambios aprobados.
Remodelaciones y Demoliciones;¿Cómo sé si un muro es portante?;Con planos, continuidad, dirección de losa, muros superiores y sistema. El sonido o espesor no bastan.
Remodelaciones y Demoliciones;¿Existe una medida mínima universal para la identificación de muros portantes?;Con planos, continuidad, dirección de losa, muros superiores y sistema. El sonido o espesor no bastan.
Remodelaciones y Demoliciones;¿Cómo se verifica la identificación de muros portantes en obra?;Con planos, continuidad, dirección de losa, muros superiores y sistema. El sonido o espesor no bastan. Debe revisarse planos, apoyos y confinamientos.
Remodelaciones y Demoliciones;¿Qué error frecuente se comete con la identificación de muros portantes?;El error frecuente es suponer que no es portante. Esto puede causar eliminar un elemento resistente.
Remodelaciones y Demoliciones;¿Qué consecuencias puede tener el error de suponer que no es portante?;Este error puede generar eliminar un elemento resistente. La acción correcta es evaluar antes de cortar.
Remodelaciones y Demoliciones;¿Por qué es importante controlar la identificación de muros portantes?;Porque una ejecución incorrecta puede causar eliminar un elemento resistente. La referencia correcta es: Con planos, continuidad, dirección de losa, muros superiores y sistema. El sonido o espesor no bastan.
Remodelaciones y Demoliciones;¿Puedo abrir una puerta nueva en un muro portante?;Solo con proyecto de apuntalamiento, dintel, confinamientos y paños restantes.
Remodelaciones y Demoliciones;¿Existe una medida mínima universal para la apertura de una puerta?;Solo con proyecto de apuntalamiento, dintel, confinamientos y paños restantes.
Remodelaciones y Demoliciones;¿Cómo se verifica la apertura de una puerta en obra?;Solo con proyecto de apuntalamiento, dintel, confinamientos y paños restantes. Debe revisarse ancho, cargas y secuencia.
Remodelaciones y Demoliciones;¿Qué error frecuente se comete con la apertura de una puerta?;El error frecuente es cortar sin apuntalar. Esto puede causar caída local.
Remodelaciones y Demoliciones;¿Por qué es importante controlar la apertura de una puerta?;Porque una ejecución incorrecta puede causar caída local. La referencia correcta es: Solo con proyecto de apuntalamiento, dintel, confinamientos y paños restantes.
Remodelaciones y Demoliciones;¿Se puede picar una columna para una tubería?;"No. Puede cortar barras y estribos; no se repara solo con mortero."
Remodelaciones y Demoliciones;¿Existe una medida mínima universal para el picado de columnas?;"No. Puede cortar barras y estribos; no se repara solo con mortero."
Remodelaciones y Demoliciones;¿Cómo se verifica el picado de columnas en obra?;"No. Puede cortar barras y estribos; no se repara solo con mortero. Debe revisarse profundidad y acero expuesto."
Remodelaciones y Demoliciones;¿Qué error frecuente se comete con el picado de columnas?;El error frecuente es cortar una barra. Esto puede causar pérdida de resistencia.
Remodelaciones y Demoliciones;¿Qué consecuencias puede tener el error de cortar una barra?;Este error puede generar pérdida de resistencia. La acción correcta es apuntalar y reparar con diseño.
Remodelaciones y Demoliciones;¿Por qué es importante controlar el picado de columnas?;"Porque una ejecución incorrecta puede causar pérdida de resistencia. La referencia correcta es: No. Puede cortar barras y estribos; no se repara solo con mortero."
Remodelaciones y Demoliciones;¿Se puede rebajar una viga porque queda baja?;No. El peralte es esencial y el corte puede afectar acero.
Remodelaciones y Demoliciones;¿Existe una medida mínima universal para el rebaje de vigas?;No. El peralte es esencial y el corte puede afectar acero.
Remodelaciones y Demoliciones;¿Cómo se verifica el rebaje de vigas en obra?;No. El peralte es esencial y el corte puede afectar acero. Debe revisarse sección y barras.
Remodelaciones y Demoliciones;¿Qué error frecuente se comete con el rebaje de vigas?;El error frecuente es cincelar la parte inferior. Esto puede causar fisuración o colapso.
Remodelaciones y Demoliciones;¿Qué consecuencias puede tener el error de cincelar la parte inferior?;Este error puede generar fisuración o colapso. La acción correcta es evaluar y reforzar.
Remodelaciones y Demoliciones;¿Por qué es importante controlar el rebaje de vigas?;Porque una ejecución incorrecta puede causar fisuración o colapso. La referencia correcta es: No. El peralte es esencial y el corte puede afectar acero.
Remodelaciones y Demoliciones;¿Puedo levantar un muro de ladrillo en cualquier parte de una losa?;"No. Debe apoyarse en muro, viga o franja diseñada; un muro pesado genera carga lineal."
Remodelaciones y Demoliciones;¿Existe una medida mínima universal para los muros pesados sobre losa?;"No. Debe apoyarse en muro, viga o franja diseñada; un muro pesado genera carga lineal."
